| table_name                  | column_name                      | data_type                   | character_maximum_length | is_nullable | column_default                                                      |
| students                    | nationality                      | character varying           | 50                       | YES         | 'Zimbabwean'::character varying                                     |
| students                    | id_number                        | character varying           | 50                       | YES         | null                                                                |
| students                    | birth_certificate_number         | character varying           | 50                       | YES         | null                                                                |
| students                    | address                          | text                        | null                     | YES         | null                                                                |
| students                    | emergency_contact                | character varying           | 20                       | YES         | null                                                                |
| students                    | emergency_contact_name           | character varying           | 255                      | YES         | null                                                                |
| students                    | medical_conditions               | text                        | null                     | YES         | null                                                                |
| students                    | previous_school                  | character varying           | 255                      | YES         | null                                                                |
| students                    | student_status                   | character varying           | 20                       | YES         | 'active'::character varying                                         |
| students                    | enrollment_record_id             | uuid                        | null                     | YES         | null                                                                |
| subjects                    | id                               | uuid                        | null                     | NO          | gen_random_uuid()                                                   |
| subjects                    | school_id                        | uuid                        | null                     | NO          | null                                                                |
| subjects                    | name                             | character varying           | 255                      | NO          | null                                                                |
| subjects                    | code                             | character varying           | 50                       | NO          | null                                                                |
| subjects                    | created_at                       | timestamp without time zone | null                     | YES         | now()                                                               |
| system_audit_log            | id                               | uuid                        | null                     | NO          | gen_random_uuid()                                                   |
| system_audit_log            | action_type                      | character varying           | 50                       | NO          | null                                                                |
| system_audit_log            | entity_type                      | character varying           | 50                       | NO          | null                                                                |
| system_audit_log            | entity_id                        | uuid                        | null                     | YES         | null                                                                |
| system_audit_log            | performed_by                     | uuid                        | null                     | YES         | null                                                                |
| system_audit_log            | performed_by_name                | character varying           | 255                      | YES         | null                                                                |
| system_audit_log            | performed_by_role                | character varying           | 50                       | YES         | null                                                                |
| system_audit_log            | action_details                   | jsonb                       | null                     | YES         | null                                                                |
| system_audit_log            | ip_address                       | character varying           | 50                       | YES         | null                                                                |
| system_audit_log            | user_agent                       | text                        | null                     | YES         | null                                                                |
| system_audit_log            | school_id                        | uuid                        | null                     | YES         | null                                                                |
| system_audit_log            | created_at                       | timestamp without time zone | null                     | YES         | now()                                                               |
| system_settings             | id                               | uuid                        | null                     | NO          | gen_random_uuid()                                                   |
| system_settings             | setting_key                      | character varying           | 100                      | NO          | null                                                                |
| system_settings             | setting_value                    | jsonb                       | null                     | NO          | null                                                                |
| system_settings             | setting_category                 | character varying           | 50                       | NO          | null                                                                |
| system_settings             | description                      | text                        | null                     | YES         | null                                                                |
| system_settings             | is_public                        | boolean                     | null                     | YES         | false                                                               |
| system_settings             | updated_by                       | uuid                        | null                     | YES         | null                                                                |
| system_settings             | updated_at                       | timestamp without time zone | null                     | YES         | now()                                                               |
| system_settings             | created_at                       | timestamp without time zone | null                     | YES         | now()                                                               |
| teacher_subject_assignments | id                               | uuid                        | null                     | NO          | gen_random_uuid()                                                   |
| teacher_subject_assignments | teacher_id                       | uuid                        | null                     | NO          | null                                                                |
| teacher_subject_assignments | subject_id                       | uuid                        | null                     | NO          | null                                                                |
| teacher_subject_assignments | school_id                        | uuid                        | null                     | NO          | null                                                                |
| teacher_subject_assignments | assignment_level                 | character varying           | 20                       | NO          | null                                                                |
| teacher_subject_assignments | grade_level                      | character varying           | 50                       | YES         | null                                                                |
| teacher_subject_assignments | section                          | character varying           | 10                       | YES         | null                                                                |
| teacher_subject_assignments | created_at                       | timestamp without time zone | null                     | YES         | now()                                                               |
| teacher_subject_assignments | created_by                       | uuid                        | null                     | YES         | null                                                                |
| term_test_results           | id                               | uuid                        | null                     | NO          | gen_random_uuid()                                                   |
| term_test_results           | test_id                          | uuid                        | null                     | NO          | null                                                                |
| term_test_results           | student_id                       | uuid                        | null                     | NO          | null                                                                |
| term_test_results           | marks_obtained                   | numeric                     | null                     | YES         | null                                                                |
| term_test_results           | percentage                       | numeric                     | null                     | YES         | null                                                                |
| term_test_results           | grade                            | character varying           | 5                        | YES         | null                                                                |
| term_test_results           | comment                          | text                        | null                     | YES         | null                                                                |
| term_test_results           | comment_type                     | character varying           | 20                       | YES         | 'manual'::character varying                                         |
| term_test_results           | graded_by                        | uuid                        | null                     | YES         | null                                                                |
| term_test_results           | graded_at                        | timestamp with time zone    | null                     | YES         | null                                                                |
| term_test_results           | created_at                       | timestamp with time zone    | null                     | YES         | now()                                                               |
| term_test_results           | updated_at                       | timestamp with time zone    | null                     | YES         | now()                                                               |
| term_tests                  | id                               | uuid                        | null                     | NO          | gen_random_uuid()                                                   |
| term_tests                  | school_id                        | uuid                        | null                     | NO          | null                                                                |
| term_tests                  | class_id                         | uuid                        | null                     | NO          | null                                                                |
| term_tests                  | subject_id                       | uuid                        | null                     | NO          | null                                                                |
| term_tests                  | teacher_id                       | uuid                        | null                     | NO          | null                                                                |
| term_tests                  | title                            | character varying           | 255                      | NO          | null                                                                |
| term_tests                  | description                      | text                        | null                     | YES         | null                                                                |
| term_tests                  | test_type                        | character varying           | 50                       | YES         | 'monthly'::character varying                                        |
| term_tests                  | test_date                        | date                        | null                     | NO          | null                                                                |
| term_tests                  | total_marks                      | integer                     | null                     | NO          | null                                                                |
| term_tests                  | test_paper_url                   | text                        | null                     | YES         | null                                                                |
| term_tests                  | test_paper_name                  | text                        | null                     | YES         | null                                                                |
| term_tests                  | is_published                     | boolean                     | null                     | YES         | false                                                               |
| term_tests                  | published_at                     | timestamp with time zone    | null                     | YES         | null                                                                |
| term_tests                  | created_at                       | timestamp with time zone    | null                     | YES         | now()                                                               |
| term_tests                  | updated_at                       | timestamp with time zone    | null                     | YES         | now()                                                               |
