-- DATABASE SCHEMA ANALYSIS - SmartSchools ERP
-- =====================================================

-- ALL TABLES WITH BASIC INFORMATION

| table_name                  | table_type | total_size | column_count | has_primary_key |
| --------------------------- | ---------- | ---------- | ------------ | --------------- |
| assignment_submissions      | BASE TABLE | 48 kB      | 11           | 1               |
| assignments                 | BASE TABLE | 112 kB     | 12           | 1               |
| attendance                  | BASE TABLE | 160 kB     | 10           | 1               |
| class_subject_assignments   | BASE TABLE | 104 kB     | 6            | 1               |
| classes                     | BASE TABLE | 72 kB      | 8            | 1               |
| exam_results                | BASE TABLE | 160 kB     | 11           | 1               |
| exams                       | BASE TABLE | 80 kB      | 11           | 1               |
| lesson_plans                | BASE TABLE | 112 kB     | 14           | 1               |
| notifications               | BASE TABLE | 56 kB      | 13           | 1               |
| profiles                    | BASE TABLE | 848 kB     | 16           | 1               |
| school_admin_accounts       | BASE TABLE | 48 kB      | 12           | 1               |
| school_details_view         | VIEW       | 0 bytes    | 23           | 0               |
| school_subscriptions        | BASE TABLE | 40 kB      | 13           | 1               |
| schools                     | BASE TABLE | 672 kB     | 24           | 1               |
| students                    | BASE TABLE | 1376 kB    | 21           | 1               |
| subjects                    | BASE TABLE | 56 kB      | 5            | 1               |
| super_admin_dashboard_stats | VIEW       | 0 bytes    | 17           | 0               |
| system_audit_log            | BASE TABLE | 56 kB      | 12           | 1               |
| system_settings             | BASE TABLE | 80 kB      | 9            | 1               |
| teacher_subject_assignments | BASE TABLE | 72 kB      | 9            | 1               |

-- ALL TABLES WITH COLUMN NAMES
| table_name                  | column_name              | data_type                   | is_nullable |
| assignments                 | FOREIGN KEY     | assignments_school_id_fkey                                      | school_id        | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| assignments                 | FOREIGN KEY     | assignments_subject_id_fkey                                     | subject_id       | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| assignments                 | FOREIGN KEY     | assignments_class_id_fkey                                       | class_id         | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| assignments                 | PRIMARY KEY     | assignments_pkey                                                | id               | null                                                                                                                                                                                                           | null        | null        |
| attendance                  | CHECK           | 23648_25825_1_not_null                                          | null             | id IS NOT NULL                                                                                                                                                                                                 | null        | null        |
| attendance                  | CHECK           | attendance_status_check                                         | null             | (status = ANY (ARRAY['present'::text, 'absent'::text, 'late'::text, 'excused'::text]))                                                                                                                         | null        | null        |
| attendance                  | CHECK           | 23648_25825_4_not_null                                          | null             | date IS NOT NULL                                                                                                                                                                                               | null        | null        |
| attendance                  | CHECK           | 23648_25825_5_not_null                                          | null             | status IS NOT NULL                                                                                                                                                                                             | null        | null        |
| attendance                  | CHECK           | 23648_25825_7_not_null                                          | null             | marked_by IS NOT NULL                                                                                                                                                                                          | null        | null        |
| attendance                  | CHECK           | 23648_25825_2_not_null                                          | null             | student_id IS NOT NULL                                                                                                                                                                                         | null        | null        |
| attendance                  | CHECK           | 23648_25825_3_not_null                                          | null             | class_id IS NOT NULL                                                                                                                                                                                           | null        | null        |
| attendance                  | FOREIGN KEY     | attendance_school_id_fkey                                       | school_id        | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| attendance                  | FOREIGN KEY     | attendance_class_id_fkey                                        | class_id         | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| attendance                  | FOREIGN KEY     | attendance_marked_by_fkey                                       | marked_by        | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| attendance                  | FOREIGN KEY     | attendance_student_id_fkey                                      | student_id       | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| attendance                  | PRIMARY KEY     | attendance_pkey                                                 | id               | null                                                                                                                                                                                                           | null        | null        |
| attendance                  | UNIQUE          | attendance_student_id_date_key                                  | date             | null                                                                                                                                                                                                           | null        | null        |
| attendance                  | UNIQUE          | attendance_student_id_date_key                                  | student_id       | null                                                                                                                                                                                                           | null        | null        |
| class_subject_assignments   | CHECK           | 23648_23772_3_not_null                                          | null             | subject_id IS NOT NULL                                                                                                                                                                                         | null        | null        |
| class_subject_assignments   | CHECK           | 23648_23772_1_not_null                                          | null             | id IS NOT NULL                                                                                                                                                                                                 | null        | null        |
| class_subject_assignments   | CHECK           | 23648_23772_2_not_null                                          | null             | class_id IS NOT NULL                                                                                                                                                                                           | null        | null        |
| class_subject_assignments   | FOREIGN KEY     | class_subject_assignments_teacher_id_fkey                       | teacher_id       | null                                                                                                                                                                                                           | SET NULL    | NO ACTION   |
| class_subject_assignments   | FOREIGN KEY     | class_subject_assignments_created_by_fkey                       | created_by       | null                                                                                                                                                                                                           | NO ACTION   | NO ACTION   |
| class_subject_assignments   | FOREIGN KEY     | class_subject_assignments_subject_id_fkey                       | subject_id       | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| class_subject_assignments   | FOREIGN KEY     | class_subject_assignments_class_id_fkey                         | class_id         | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| class_subject_assignments   | PRIMARY KEY     | class_subject_assignments_pkey                                  | id               | null                                                                                                                                                                                                           | null        | null        |
| class_subject_assignments   | UNIQUE          | class_subject_assignments_class_id_subject_id_key               | class_id         | null                                                                                                                                                                                                           | null        | null        |
| class_subject_assignments   | UNIQUE          | class_subject_assignments_class_id_subject_id_key               | subject_id       | null                                                                                                                                                                                                           | null        | null        |
| classes                     | CHECK           | 23648_23721_1_not_null                                          | null             | id IS NOT NULL                                                                                                                                                                                                 | null        | null        |
| classes                     | CHECK           | 23648_23721_5_not_null                                          | null             | academic_year IS NOT NULL                                                                                                                                                                                      | null        | null        |
| classes                     | CHECK           | 23648_23721_3_not_null                                          | null             | grade_level IS NOT NULL                                                                                                                                                                                        | null        | null        |
| classes                     | CHECK           | 23648_23721_4_not_null                                          | null             | section IS NOT NULL                                                                                                                                                                                            | null        | null        |
| classes                     | CHECK           | 23648_23721_2_not_null                                          | null             | school_id IS NOT NULL                                                                                                                                                                                          | null        | null        |
| classes                     | FOREIGN KEY     | classes_class_teacher_id_fkey                                   | class_teacher_id | null                                                                                                                                                                                                           | SET NULL    | NO ACTION   |
| classes                     | FOREIGN KEY     | classes_school_id_fkey                                          | school_id        | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| classes                     | PRIMARY KEY     | classes_pkey                                                    | id               | null                                                                                                                                                                                                           | null        | null        |
| classes                     | UNIQUE          | classes_school_id_grade_level_section_academic_year_key         | academic_year    | null                                                                                                                                                                                                           | null        | null        |
| classes                     | UNIQUE          | classes_school_id_grade_level_section_academic_year_key         | school_id        | null                                                                                                                                                                                                           | null        | null        |
| classes                     | UNIQUE          | classes_school_id_grade_level_section_academic_year_key         | grade_level      | null                                                                                                                                                                                                           | null        | null        |
| classes                     | UNIQUE          | classes_school_id_grade_level_section_academic_year_key         | section          | null                                                                                                                                                                                                           | null        | null        |
| exam_results                | CHECK           | 23648_23858_3_not_null                                          | null             | student_id IS NOT NULL                                                                                                                                                                                         | null        | null        |
| exam_results                | CHECK           | 23648_23858_1_not_null                                          | null             | id IS NOT NULL                                                                                                                                                                                                 | null        | null        |
| exam_results                | CHECK           | exam_results_grade_check                                        | null             | ((grade)::text = ANY ((ARRAY['A'::character varying, 'B'::character varying, 'C'::character varying, 'D'::character varying, 'E'::character varying, 'F'::character varying])::text[]))                        | null        | null        |
| exam_results                | CHECK           | exam_results_marks_obtained_check                               | null             | (marks_obtained >= (0)::numeric)                                                                                                                                                                               | null        | null        |
| exam_results                | CHECK           | exam_results_percentage_check                                   | null             | ((percentage >= (0)::numeric) AND (percentage <= (100)::numeric))                                                                                                                                              | null        | null        |
| exam_results                | CHECK           | 23648_23858_2_not_null                                          | null             | exam_id IS NOT NULL                                                                                                                                                                                            | null        | null        |
| exam_results                | FOREIGN KEY     | exam_results_exam_id_fkey                                       | exam_id          | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| exam_results                | FOREIGN KEY     | exam_results_graded_by_fkey                                     | graded_by        | null                                                                                                                                                                                                           | NO ACTION   | NO ACTION   |
| exam_results                | FOREIGN KEY     | exam_results_student_id_fkey                                    | student_id       | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| exam_results                | PRIMARY KEY     | exam_results_pkey                                               | id               | null                                                                                                                                                                                                           | null        | null        |
| exam_results                | UNIQUE          | exam_results_exam_id_student_id_key                             | student_id       | null                                                                                                                                                                                                           | null        | null        |
| exam_results                | UNIQUE          | exam_results_exam_id_student_id_key                             | exam_id          | null                                                                                                                                                                                                           | null        | null        |
| exams                       | CHECK           | 23648_23827_5_not_null                                          | null             | title IS NOT NULL                                                                                                                                                                                              | null        | null        |
| exams                       | CHECK           | 23648_23827_8_not_null                                          | null             | total_marks IS NOT NULL                                                                                                                                                                                        | null        | null        |
| exams                       | CHECK           | 23648_23827_9_not_null                                          | null             | created_by IS NOT NULL                                                                                                                                                                                         | null        | null        |
| exams                       | CHECK           | exams_total_marks_check                                         | null             | (total_marks > 0)                                                                                                                                                                                              | null        | null        |
| exams                       | CHECK           | 23648_23827_1_not_null                                          | null             | id IS NOT NULL                                                                                                                                                                                                 | null        | null        |
| exams                       | CHECK           | 23648_23827_2_not_null                                          | null             | school_id IS NOT NULL                                                                                                                                                                                          | null        | null        |
| exams                       | CHECK           | 23648_23827_3_not_null                                          | null             | class_id IS NOT NULL                                                                                                                                                                                           | null        | null        |
| exams                       | CHECK           | 23648_23827_4_not_null                                          | null             | subject_id IS NOT NULL                                                                                                                                                                                         | null        | null        |
| exams                       | CHECK           | 23648_23827_7_not_null                                          | null             | exam_date IS NOT NULL                                                                                                                                                                                          | null        | null        |
| exams                       | FOREIGN KEY     | exams_subject_id_fkey                                           | subject_id       | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| exams                       | FOREIGN KEY     | exams_school_id_fkey                                            | school_id        | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| exams                       | FOREIGN KEY     | exams_created_by_fkey                                           | created_by       | null                                                                                                                                                                                                           | NO ACTION   | NO ACTION   |
| exams                       | FOREIGN KEY     | exams_class_id_fkey                                             | class_id         | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| exams                       | PRIMARY KEY     | exams_pkey                                                      | id               | null                                                                                                                                                                                                           | null        | null        |
| lesson_plans                | CHECK           | 23648_25380_8_not_null                                          | null             | file_name IS NOT NULL                                                                                                                                                                                          | null        | null        |
| lesson_plans                | CHECK           | 23648_25380_1_not_null                                          | null             | id IS NOT NULL                                                                                                                                                                                                 | null        | null        |
| lesson_plans                | CHECK           | 23648_25380_2_not_null                                          | null             | title IS NOT NULL                                                                                                                                                                                              | null        | null        |
| lesson_plans                | CHECK           | 23648_25380_4_not_null                                          | null             | document_type IS NOT NULL                                                                                                                                                                                      | null        | null        |
| lesson_plans                | CHECK           | 23648_25380_7_not_null                                          | null             | file_url IS NOT NULL                                                                                                                                                                                           | null        | null        |
| lesson_plans                | CHECK           | lesson_plans_document_type_check                                | null             | (document_type = ANY (ARRAY['lesson_plan'::text, 'syllabus'::text, 'scheme_of_work'::text]))                                                                                                                   | null        | null        |
| lesson_plans                | FOREIGN KEY     | lesson_plans_subject_id_fkey                                    | subject_id       | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| lesson_plans                | FOREIGN KEY     | lesson_plans_class_id_fkey                                      | class_id         | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| lesson_plans                | FOREIGN KEY     | lesson_plans_school_id_fkey                                     | school_id        | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| lesson_plans                | FOREIGN KEY     | lesson_plans_uploaded_by_fkey                                   | uploaded_by      | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| lesson_plans                | PRIMARY KEY     | lesson_plans_pkey                                               | id               | null                                                                                                                                                                                                           | null        | null        |
| notifications               | CHECK           | 23648_31624_6_not_null                                          | null             | title IS NOT NULL                                                                                                                                                                                              | null        | null        |
| notifications               | CHECK           | 23648_31624_5_not_null                                          | null             | notification_type IS NOT NULL                                                                                                                                                                                  | null        | null        |
| notifications               | CHECK           | 23648_31624_1_not_null                                          | null             | id IS NOT NULL                                                                                                                                                                                                 | null        | null        |
| notifications               | CHECK           | notifications_priority_check                                    | null             | ((priority)::text = ANY ((ARRAY['low'::character varying, 'normal'::character varying, 'high'::character varying, 'urgent'::character varying])::text[]))                                                      | null        | null        |
| notifications               | CHECK           | 23648_31624_7_not_null                                          | null             | message IS NOT NULL                                                                                                                                                                                            | null        | null        |
| notifications               | FOREIGN KEY     | notifications_recipient_id_fkey                                 | recipient_id     | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| notifications               | FOREIGN KEY     | notifications_school_id_fkey                                    | school_id        | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| notifications               | PRIMARY KEY     | notifications_pkey                                              | id               | null                                                                                                                                                                                                           | null        | null        |
| profiles                    | CHECK           | 23648_23683_3_not_null                                          | null             | username IS NOT NULL                                                                                                                                                                                           | null        | null        |
| profiles                    | CHECK           | 23648_23683_2_not_null                                          | null             | email IS NOT NULL                                                                                                                                                                                              | null        | null        |
| profiles                    | CHECK           | profiles_account_status_check                                   | null             | ((account_status)::text = ANY ((ARRAY['active'::character varying, 'suspended'::character varying, 'locked'::character varying, 'pending'::character varying])::text[]))                                       | null        | null        |
| profiles                    | CHECK           | 23648_23683_5_not_null                                          | null             | role IS NOT NULL                                                                                                                                                                                               | null        | null        |
| profiles                    | CHECK           | 23648_23683_1_not_null                                          | null             | id IS NOT NULL                                                                                                                                                                                                 | null        | null        |
| profiles                    | CHECK           | profiles_role_check                                             | null             | ((role)::text = ANY ((ARRAY['super_admin'::character varying, 'school_admin'::character varying, 'teacher'::character varying, 'student'::character varying, 'parent'::character varying])::text[]))           | null        | null        |
| profiles                    | CHECK           | 23648_23683_4_not_null                                          | null             | full_name IS NOT NULL                                                                                                                                                                                          | null        | null        |
| profiles                    | FOREIGN KEY     | profiles_id_fkey                                                | id               | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| profiles                    | FOREIGN KEY     | profiles_school_id_fkey                                         | school_id        | null                                                                                                                                                                                                           | SET NULL    | NO ACTION   |
| profiles                    | PRIMARY KEY     | profiles_pkey                                                   | id               | null                                                                                                                                                                                                           | null        | null        |
| profiles                    | UNIQUE          | profiles_email_key                                              | email            | null                                                                                                                                                                                                           | null        | null        |
| profiles                    | UNIQUE          | profiles_username_key                                           | username         | null                                                                                                                                                                                                           | null        | null        |
| school_admin_accounts       | CHECK           | 23648_31521_4_not_null                                          | null             | account_number IS NOT NULL                                                                                                                                                                                     | null        | null        |
| school_admin_accounts       | CHECK           | 23648_31521_1_not_null                                          | null             | id IS NOT NULL                                                                                                                                                                                                 | null        | null        |
| school_admin_accounts       | CHECK           | 23648_31521_5_not_null                                          | null             | initial_password IS NOT NULL                                                                                                                                                                                   | null        | null        |
| school_admin_accounts       | CHECK           | school_admin_accounts_status_check                              | null             | ((account_status)::text = ANY ((ARRAY['active'::character varying, 'suspended'::character varying, 'locked'::character varying])::text[]))                                                                     | null        | null        |
| school_admin_accounts       | FOREIGN KEY     | school_admin_accounts_user_id_fkey                              | user_id          | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| school_admin_accounts       | FOREIGN KEY     | school_admin_accounts_school_id_fkey                            | school_id        | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| school_admin_accounts       | FOREIGN KEY     | school_admin_accounts_created_by_fkey                           | created_by       | null                                                                                                                                                                                                           | SET NULL    | NO ACTION   |
| school_admin_accounts       | PRIMARY KEY     | school_admin_accounts_pkey                                      | id               | null                                                                                                                                                                                                           | null        | null        |
| school_admin_accounts       | UNIQUE          | school_admin_accounts_user_id_school_id_key                     | school_id        | null                                                                                                                                                                                                           | null        | null        |
| school_admin_accounts       | UNIQUE          | school_admin_accounts_account_number_key                        | account_number   | null                                                                                                                                                                                                           | null        | null        |
| school_admin_accounts       | UNIQUE          | school_admin_accounts_user_id_school_id_key                     | user_id          | null                                                                                                                                                                                                           | null        | null        |
| school_subscriptions        | CHECK           | 23648_31599_3_not_null                                          | null             | subscription_tier IS NOT NULL                                                                                                                                                                                  | null        | null        |
| school_subscriptions        | CHECK           | school_subscriptions_tier_check                                 | null             | ((subscription_tier)::text = ANY ((ARRAY['basic'::character varying, 'premium'::character varying, 'enterprise'::character varying])::text[]))                                                                 | null        | null        |
| school_subscriptions        | CHECK           | 23648_31599_7_not_null                                          | null             | end_date IS NOT NULL                                                                                                                                                                                           | null        | null        |
| school_subscriptions        | CHECK           | 23648_31599_6_not_null                                          | null             | start_date IS NOT NULL                                                                                                                                                                                         | null        | null        |
| school_subscriptions        | CHECK           | 23648_31599_1_not_null                                          | null             | id IS NOT NULL                                                                                                                                                                                                 | null        | null        |
| school_subscriptions        | FOREIGN KEY     | school_subscriptions_school_id_fkey                             | school_id        | null                                                                                                                                                                                                           | CASCADE     | NO ACTION   |
| school_subscriptions        | FOREIGN KEY     | school_subscriptions_created_by_fkey                            | created_by       | null                                                                                                                                                                                                           | SET NULL    | NO ACTION   |
| school_subscriptions        | PRIMARY KEY     | school_subscriptions_pkey                                       | id               | null                                                                                                                                                                                                           | null        | null        |
| schools                     | CHECK           | 23648_23670_4_not_null                                          | null             | school_type IS NOT NULL                                                                                                                                                                                        | null        | null        |
| schools                     | CHECK           | schools_school_type_check                                       | null             | ((school_type)::text = ANY ((ARRAY['Primary'::character varying, 'Secondary'::character varying])::text[]))                                                                                                    | null        | null        |
| schools                     | CHECK           | schools_status_check                                            | null             | ((status)::text = ANY ((ARRAY['active'::character varying, 'suspended'::character varying, 'closed'::character varying])::text[]))                                                                             | null        | null        |
| schools                     | CHECK           | schools_subscription_tier_check                                 | null             | ((subscription_tier)::text = ANY ((ARRAY['basic'::character varying, 'premium'::character varying, 'enterprise'::character varying])::text[]))                                                                 | null        | null        |
| schools                     | CHECK           | 23648_23670_1_not_null                                          | null             | id IS NOT NULL                                                                                                                                                                                                 | null        | null        |
